,Name,Date,Rate,Genre,Certificate
3007,Osmosis Jones,2001,6.3,"Animation, Action, Adventure",PG
6170,How High,2001,6.3,"Comedy, Fantasy",R
4242,Republic of Doyle,2001,7.4,"Comedy, Crime, Drama",TV-14
915,Training Day,2001,7.7,"Crime, Drama, Thriller",R
1903,The Royal Tenenbaums,2001,7.6,"Comedy, Drama",R
919,Pearl Harbor,2001,6.2,"Action, Drama, History",PG-13
4622,I Am Sam,2001,7.6,Drama,PG-13
4044,From Hell,2001,6.8,"Horror, Mystery, Thriller",R
1959,Hannibal,2001,6.8,"Crime, Drama, Thriller",R
5630,Joe Dirt,2001,6.0,"Adventure, Comedy, Drama",PG-13
208,Curb Your Enthusiasm,2001,8.7,Comedy,TV-MA
1484,Major Dad,2001,6.4,"Comedy, Family",None
3877,La pianiste,2001,7.5,"Drama, Music",R
6082,Fawlty Towers,2001,8.7,Comedy,TV-PG
4197,American Pie 2,2001,6.4,Comedy,R
1022,Mulholland Dr.,2001,7.9,"Drama, Mystery, Thriller",R
5235,Enemy at the Gates,2001,7.6,"Drama, History, War",R
4198,Agatha Raisin,2001,7.3,"Comedy, Drama, Mystery",Not Rated
207,Harry Potter and the Sorcerer's Stone,2001,7.6,"Adventure, Family, Fantasy",PG
4199,Battlestar Galactica,2001,7.2,"Action, Adventure, Sci-Fi",TV-PG
4200,Y: 1883,2001,,"Drama, Western",None
6083,"Hispania, la leyenda",2001,6.3,History,None
4201,Sesame Street,2001,8.1,"Animation, Adventure, Comedy",TV-Y
1835,The Mummy Returns,2001,6.4,"Action, Adventure, Fantasy",PG-13
1483,Ocean's Eleven,2001,7.7,"Crime, Thriller",PG-13
4202,Episodes,2001,7.8,Comedy,TV-MA
1650,Serendipity,2001,6.9,"Comedy, Romance",PG-13
209,Boruto: Naruto Next Generations,2001,7.1,"Animation, Action, Adventure",TV-14
1960,90210,2001,6.1,"Comedy, Drama, Romance",TV-14
2108,Y tu mamá también,2001,7.6,Drama,None
1894,Jason X,2001,4.4,"Action, Horror, Sci-Fi",R
6088,Jay and Silent Bob Strike Back,2001,6.8,Comedy,R
4241,Super Troopers,2001,7.1,"Comedy, Crime, Mystery",R
1837,The Alienist,2001,7.7,"Crime, Drama, Mystery",TV-MA
5521,Rat Race,2001,6.4,"Action, Adventure, Comedy",PG-13
333,South Park,2000,8.7,"Animation, Comedy",TV-MA
770,Tacoma FD,2000,8.1,Comedy,TV-14
4858,The Gift,2000,6.7,"Drama, Fantasy, Horror",R
3899,The Little Vampire,2000,5.8,"Adventure, Comedy, Family",PG
2893,The Beach,2000,6.7,"Adventure, Drama, Romance",R
2777,"O Brother, Where Art Thou?",2000,7.7,"Adventure, Comedy, Crime",PG-13
4592,Space Cowboys,2000,6.5,"Action, Adventure, Thriller",PG-13
769,Requiem for a Dream,2000,8.3,Drama,Unrated
4127,What Lies Beneath,2000,6.6,"Drama, Horror, Mystery",PG-13
334,Turner & Hooch,2000,6.6,"Comedy, Drama, Family",TV-PG
2911,Hollow Man,2000,5.8,"Action, Horror, Sci-Fi",R
4872,Dinosaur,2000,6.5,"Animation, Adventure, Drama",PG
3365,High Fidelity,2000,7.5,"Comedy, Drama, Music",R
4043,Miss Congeniality,2000,6.3,"Action, Comedy, Crime",PG-13
332,Scary Movie,2000,6.2,Comedy,R
6165,The Family Man,2000,6.8,"Comedy, Drama, Fantasy",PG-13
2859,The Cell,2000,6.4,"Crime, Horror, Sci-Fi",R
771,All American,2000,7.6,"Drama, Sport",TV-14
1974,Fa yeung nin wah,2000,8.1,"Drama, Romance",PG
3428,How the Grinch Stole Christmas,2000,6.2,"Comedy, Family, Fantasy",PG
4067,Pitch Black,2000,7.1,"Action, Horror, Sci-Fi",R
6023,Centaurworld,2000,7.6,"Animation, Adventure, Comedy",TV-Y7
6022,Dinosaur,2000,6.5,"Animation, Adventure, Drama",PG
2920,Bedazzled,2000,6.0,"Comedy, Fantasy",PG-13
3108,Wo hu cang long,2000,7.8,"Action, Adventure, Fantasy",PG-13
6008,The Gift,2000,6.7,"Drama, Fantasy, Horror",R
4542,Amores perros,2000,8.1,"Drama, Thriller",R
3111,The Emperor's New Groove,2000,7.4,"Animation, Adventure, Comedy",G
4643,Continuum,2000,7.6,"Action, Sci-Fi, Thriller",TV-14
4642,Good Times,2000,7.3,Comedy,TV-PG
4641,Meet the Parents,2000,7.0,"Comedy, Romance",PG-13
3123,Chocolat,2000,7.2,"Drama, Romance",PG-13
3834,Best in Show,2000,7.5,Comedy,PG-13
3449,The Whole Nine Yards,2000,6.7,"Comedy, Crime",R
638,The West Wing,2000,8.8,Drama,TV-14
637,Final Destination,2000,6.7,"Horror, Thriller",R
3333,The Perfect Storm,2000,6.4,"Action, Adventure, Drama",PG-13
2319,The Patriot,2000,7.2,"Action, Drama, History",R
4002,Billy Elliot,2000,7.7,"Drama, Music",R
3382,What Women Want,2000,6.4,"Comedy, Fantasy, Romance",PG-13
3322,Sexy Beast,2000,7.3,"Crime, Drama, Thriller",R
4873,Centaurworld,2000,7.6,"Animation, Adventure, Comedy",TV-Y7
2473,Traffic,2000,7.6,"Crime, Drama, Thriller",R
772,The Americans,2000,8.4,"Crime, Drama, Mystery",TV-MA
5692,Amores perros,2000,8.1,"Drama, Thriller",R
3241,Mission: Impossible II,2000,6.1,"Action, Adventure, Thriller",PG-13
5217,Pitch Black,2000,7.1,"Action, Horror, Sci-Fi",R
2615,Coyote Ugly,2000,5.7,"Comedy, Drama, Music",PG-13
5193,Miss Congeniality,2000,6.3,"Action, Comedy, Crime",PG-13
1058,Almost Famous,2000,7.9,"Adventure, Comedy, Drama",R
5152,Billy Elliot,2000,7.7,"Drama, Music",R
773,3%,2000,7.4,"Action, Drama, Sci-Fi",TV-MA
1070,Memento,2000,8.4,"Mystery, Thriller",R
5049,The Little Vampire,2000,5.8,"Adventure, Comedy, Family",PG
2123,Charlie's Angels,2000,5.6,"Action, Adventure, Comedy",PG-13
3926,Heavy Metal 2000,2000,5.4,"Animation, Action, Adventure",R
5742,Space Cowboys,2000,6.5,"Action, Adventure, Thriller",PG-13
266,Batoru rowaiaru,2000,7.6,"Action, Adventure, Drama",Not Rated
267,Homeland,2000,8.3,"Crime, Drama, Mystery",TV-MA
5076,Heavy Metal 2000,2000,5.4,"Animation, Action, Adventure",R
5060,B Positive,2000,6.0,"Comedy, Drama",TV-14
1564,Remember the Titans,2000,7.8,"Biography, Drama, Sport",PG
5277,What Lies Beneath,2000,6.6,"Drama, Horror, Mystery",PG-13
2995,Ginger Snaps,2000,6.8,"Drama, Fantasy, Horror",Not Rated
2588,Numb3rs,2000,6.9,"Crime, Drama, Mystery",TV-PG
2478,12 Monkeys,2000,7.7,"Adventure, Drama, Mystery",TV-14
1463,Road Trip,2000,6.4,Comedy,R
2505,Unbreakable,2000,7.3,"Drama, Mystery, Sci-Fi",PG-13
965,Snatch,2000,8.3,"Comedy, Crime",R
966,Black Sails,2000,8.2,"Adventure, Drama",TV-MA
5555,"Me, Myself & Irene",2000,6.6,Comedy,R
2524,The Replacements,2000,6.6,"Comedy, Sport",PG-13
2526,Erin Brockovich,2000,7.4,"Biography, Drama",R
5602,It Had to Be You,2000,5.7,"Comedy, Romance",PG
1480,Scream 3,2000,5.6,"Horror, Mystery",R
991,Cast Away,2000,7.8,"Adventure, Drama, Romance",PG-13
2996,My Wife and Kids,2000,6.9,"Comedy, Family",TV-PG
992,Power,2000,8.1,"Crime, Drama",TV-MA
993,Shetland,2000,8.2,"Crime, Drama, Mystery",TV-14
2587,Anatomie,2000,6.0,"Horror, Thriller",R
5059,Tra(sgre)dire,2000,5.5,"Comedy, Drama",Not Rated
467,American Psycho,2000,7.6,"Comedy, Crime, Drama",R
2902,Bring It On,2000,6.1,"Comedy, Romance, Sport",PG-13
3760,Mom's Got a Date with a Vampire,2000,5.9,"Comedy, Family, Fantasy",TV-PG
1165,X-Men,2000,7.4,"Action, Adventure, Sci-Fi",PG-13
2953,The Guilty,2000,6.1,"Crime, Drama, Thriller",R
2954,The Baby-Sitters Club,2000,7.4,"Comedy, Drama, Family",TV-PG
2477,Gone in Sixty Seconds,2000,6.5,"Action, Crime, Thriller",PG-13
1132,Malèna,2000,7.5,"Comedy, Drama, Romance",R
3910,B Positive,2000,6.0,"Comedy, Drama",TV-14
3909,Tra(sgre)dire,2000,5.5,"Comedy, Drama",Not Rated
2955,Taxi,2000,7.7,Comedy,TV-PG
5793,Continuum,2000,7.6,"Action, Sci-Fi, Thriller",TV-14
774,Unforgotten,2000,8.3,"Crime, Drama, Mystery",TV-MA
246,Gladiator,2000,8.5,"Action, Adventure, Drama",R
3761,Korea's Next Top Model,2000,,Reality-TV,None
247,Kota Factory,2000,9.2,"Comedy, Drama",TV-14
5791,Meet the Parents,2000,7.0,"Comedy, Romance",PG-13
4452,It Had to Be You,2000,5.7,"Comedy, Romance",PG
5792,Good Times,2000,7.3,Comedy,TV-PG
4405,"Me, Myself & Irene",2000,6.6,Comedy,R
5015,The Family Man,2000,6.8,"Comedy, Drama, Fantasy",PG-13
591,Eyes Wide Shut,1999,7.4,"Drama, Mystery, Thriller",None
5525,Blast from the Past,1999,6.6,"Comedy, Drama, Romance",PG-13
5383,The 13th Warrior,1999,6.6,"Action, Adventure, History",R
3574,The Bone Collector,1999,6.7,"Crime, Drama, Mystery",R
547,She's All That,1999,5.9,"Comedy, Romance",PG-13
5527,The Pact,1999,6.8,Thriller,None
5488,The Thomas Crown Affair,1999,6.9,"Crime, Romance, Thriller",R
5628,Boys Don't Cry,1999,7.5,"Biography, Crime, Drama",R
2558,The Boondock Saints,1999,7.7,"Action, Crime, Thriller",R
777,American Beauty,1999,8.3,Drama,R
778,Mumbai Diaries 26/11,1999,8.8,"Drama, Thriller",TV-MA
5389,Stuart Little,1999,5.9,"Adventure, Comedy, Family",PG
3591,Romance,1999,5.3,"Drama, Romance",Unrated
2496,October Sky,1999,7.8,"Biography, Drama, Family",PG
4628,8MM,1999,6.5,"Crime, Drama, Mystery",R
3592,Raising Hope,1999,8.0,"Comedy, Family",TV-PG
5841,Any Given Sunday,1999,6.9,"Drama, Sport",R
5412,eXistenZ,1999,6.8,"Horror, Sci-Fi, Thriller",R
5526,Liar Game,1999,8.0,Drama,None
779,Sleepy Hollow,1999,7.3,"Fantasy, Horror, Mystery",R
4598,Lake Placid,1999,5.7,"Action, Comedy, Horror",R
5444,Being John Malkovich,1999,7.7,"Comedy, Drama, Fantasy",R
4599,Professor T.,1999,8.0,"Comedy, Crime, Drama",Not Rated
1306,10 Things I Hate About You,1999,7.3,"Comedy, Drama, Romance",PG-13
3367,Idle Hands,1999,6.2,"Comedy, Fantasy, Horror",R
3797,The Iron Giant,1999,8.0,"Animation, Action, Adventure",PG
3392,The Ninth Gate,1999,6.7,"Mystery, Thriller",R
2828,House on Haunted Hill,1999,5.6,"Crime, Fantasy, Horror",R
339,Fight Club,1999,8.8,Drama,R
729,The Sixth Sense,1999,8.1,"Drama, Mystery, Thriller",PG-13
3332,Varsity Blues,1999,6.5,"Comedy, Drama, Romance",R
5693,Entrapment,1999,6.3,"Action, Crime, Romance",PG-13
1210,Cruel Intentions,1999,6.8,"Drama, Romance",R
5694,A Different World,1999,6.9,Comedy,TV-PG
837,American Pie,1999,7.0,Comedy,R
1241,The Haunting,1999,5.0,"Fantasy, Horror, Mystery",PG-13
5748,Lake Placid,1999,5.7,"Action, Comedy, Horror",R
391,The World Is Not Enough,1999,6.4,"Action, Adventure, Crime",PG-13
5749,Professor T.,1999,8.0,"Comedy, Crime, Drama",Not Rated
1985,Double Jeopardy,1999,6.5,"Crime, Drama, Mystery",R
3220,Dogma,1999,7.3,"Adventure, Comedy, Drama",R
2821,Deep Blue Sea,1999,5.9,"Action, Adventure, Sci-Fi",R
707,The Green Mile,1999,8.6,"Crime, Drama, Fantasy",R
5778,8MM,1999,6.5,"Crime, Drama, Mystery",R
5145,Tarzan,1999,7.3,"Animation, Adventure, Drama",G
1129,Star Wars: Episode I - The Phantom Menace,1999,6.5,"Action, Adventure, Fantasy",PG
1655,Magnolia,1999,8.0,Drama,R
5273,The Insider,1999,7.8,"Biography, Drama, Thriller",R
3350,The Virgin Suicides,1999,7.2,"Drama, Romance",R
663,The Mummy,1999,7.0,"Action, Adventure, Fantasy",PG-13
2865,Ôdishon,1999,7.2,"Drama, Horror, Mystery",R
2379,"Girl, Interrupted",1999,7.3,"Biography, Drama",R
708,Hannibal,1999,8.5,"Crime, Drama, Horror",TV-MA
1151,Wild Wild West,1999,4.9,"Action, Comedy, Sci-Fi",PG-13
1272,Office Space,1999,7.7,Comedy,R
4691,Any Given Sunday,1999,6.9,"Drama, Sport",R
2380,GLOW,1999,8.0,"Comedy, Drama, Sport",TV-MA
2381,Santa Clarita Diet,1999,7.8,"Comedy, Horror",TV-MA
1130,Will & Grace,1999,7.2,"Comedy, Romance",TV-14
5192,Never Been Kissed,1999,6.1,"Comedy, Drama, Romance",PG-13
3410,Big Daddy,1999,6.4,"Comedy, Drama",PG-13
5180,The General's Daughter,1999,6.4,"Crime, Drama, Mystery",R
1273,Cruel Summer,1999,7.5,"Drama, Mystery, Thriller",TV-14
3731,Toy Story 2,1999,7.9,"Animation, Adventure, Comedy",G
3995,Tarzan,1999,7.3,"Animation, Adventure, Drama",G
3127,Mystery Men,1999,6.1,"Action, Comedy, Fantasy",PG-13
4042,Never Been Kissed,1999,6.1,"Comedy, Drama, Romance",PG-13
198,One of Us Is Lying,1999,6.6,"Crime, Drama, Mystery",None
1417,The Blair Witch Project,1999,6.5,"Horror, Mystery",R
4543,Entrapment,1999,6.3,"Action, Crime, Romance",PG-13
4123,The Insider,1999,7.8,"Biography, Drama, Thriller",R
4233,The 13th Warrior,1999,6.6,"Action, Adventure, History",R
4338,The Thomas Crown Affair,1999,6.9,"Crime, Romance, Thriller",R
4239,Stuart Little,1999,5.9,"Adventure, Comedy, Family",PG
196,Manhunt,1999,7.5,"Biography, Crime, Drama",TV-14
1933,Galaxy Quest,1999,7.3,"Adventure, Comedy, Sci-Fi",PG
1911,Austin Powers: The Spy Who Shagged Me,1999,6.6,"Action, Adventure, Comedy",PG-13
4376,Liar Game,1999,8.0,Drama,None
4294,Being John Malkovich,1999,7.7,"Comedy, Drama, Fantasy",R
4375,Blast from the Past,1999,6.6,"Comedy, Drama, Romance",PG-13
4377,The Pact,1999,6.8,Thriller,None
197,ER,1999,7.7,"Drama, Romance",TV-14
4030,The General's Daughter,1999,6.4,"Crime, Drama, Mystery",R
1912,Lie to Me,1999,8.0,"Crime, Drama, Mystery",TV-14
4262,eXistenZ,1999,6.8,"Horror, Sci-Fi, Thriller",R
4544,A Different World,1999,6.9,Comedy,TV-PG
195,The Matrix,1999,8.7,"Action, Sci-Fi",R
1869,Notting Hill,1999,7.1,"Comedy, Drama, Romance",PG-13
1574,The Talented Mr. Ripley,1999,7.4,"Crime, Drama, Thriller",R
4478,Boys Don't Cry,1999,7.5,"Biography, Crime, Drama",R
4522,Out of Sight,1998,7.0,"Comedy, Crime, Drama",R
1762,Bride of Chucky,1998,5.4,"Comedy, Horror",R
1427,Castle Rock,1998,7.6,"Drama, Fantasy, Horror",TV-MA
5733,Stepmom,1998,6.8,"Comedy, Drama",PG-13
1426,Wild Things,1998,6.5,"Crime, Drama, Mystery",R
4536,Get Shorty,1998,8.2,"Comedy, Crime",TV-MA
2140,The Parent Trap,1998,6.6,"Adventure, Comedy, Drama",PG
2684,Dark City,1998,7.6,"Fantasy, Mystery, Sci-Fi",R
4537,Halloween Wars,1998,7.8,"Family, Game-Show, Reality-TV",TV-G
1432,The Terror,1998,7.9,"Adventure, Drama, History",TV-14
1428,Forbrydelsen,1998,8.4,"Crime, Drama, Mystery",TV-MA
394,Perry Mason,1998,8.2,"Crime, Drama, Mystery",TV-PG
4523,Small Soldiers,1998,6.2,"Action, Adventure, Comedy",PG-13
4524,Work in Progress,1998,7.2,Comedy,TV-MA
4171,Riviera,1998,6.7,"Drama, Thriller",TV-MA
1429,JAG,1998,6.6,"Action, Crime, Drama",TV-14
1763,Madam Secretary,1998,7.6,"Drama, Thriller",TV-PG
1430,Shadowhunters: The Mortal Instruments,1998,6.6,"Action, Drama, Fantasy",TV-14
1431,Dirty John,1998,7.2,"Crime, Drama",TV-14
4169,Species II,1998,4.4,"Action, Horror, Sci-Fi",R
2691,Mulan,1998,7.6,"Animation, Adventure, Comedy",G
2659,Enemy of the State,1998,7.3,"Action, Thriller",R
4535,Can't Hardly Wait,1998,6.5,"Comedy, Romance",PG-13
4170,Shigatsu wa kimi no uso,1998,8.6,"Animation, Drama, Music",TV-PG
2692,Yakusoku no Neverland,1998,8.4,"Animation, Adventure, Drama",TV-14
2141,Into the Badlands,1998,8.0,"Action, Adventure, Drama",TV-14
393,Invincible,1998,8.7,"Animation, Action, Adventure",TV-MA
1990,Deep Impact,1998,6.2,"Action, Drama, Sci-Fi",PG-13
3833,Fallen,1998,7.0,"Action, Crime, Drama",R
1200,The Faculty,1998,6.5,"Horror, Mystery, Sci-Fi",R
3889,Blues Brothers 2000,1998,4.9,"Action, Comedy, Crime",PG-13
392,Halloweentown,1998,6.7,"Adventure, Comedy, Family",TV-G
1831,There's Something About Mary,1998,7.1,"Comedy, Romance",R
2008,Pleasantville,1998,7.5,"Comedy, Drama, Fantasy",PG-13
3900,Rounders,1998,7.3,"Crime, Drama",R
2160,Urban Legend,1998,5.6,"Horror, Mystery, Thriller",R
725,Halloween H20: 20 Years Later,1998,5.8,"Horror, Thriller",R
2759,A Bug's Life,1998,7.2,"Animation, Adventure, Comedy",G
3787,EverAfter,1998,7.0,"Comedy, Drama, Romance",PG-13
5930,Half Baked,1998,6.7,"Comedy, Crime",R
3786,The Prince of Egypt,1998,7.1,"Animation, Adventure, Drama",(Banned)
4113,Deep Rising,1998,6.1,"Action, Adventure, Horror",R
743,Practical Magic,1998,6.3,"Comedy, Drama, Fantasy",PG-13
1350,Armageddon,1998,6.7,"Action, Adventure, Sci-Fi",PG-13
4984,Gia,1998,7.0,"Biography, Drama, Romance",R
2348,Fear and Loathing in Las Vegas,1998,7.6,"Adventure, Comedy, Drama",R
1135,The Truman Show,1998,8.1,"Comedy, Drama",PG
3837,Ronin,1998,7.3,"Action, Crime, Thriller",R
3838,Ancient Aliens,1998,7.2,"Documentary, Fantasy, History",TV-PG
3766,Shakespeare in Love,1998,7.1,"Comedy, Drama, History",R
395,Chesapeake Shores,1998,7.5,"Drama, Family",TV-PG
1107,American History X,1998,8.5,Drama,R
5039,Blues Brothers 2000,1998,4.9,"Action, Comedy, Crime",PG-13
2142,General Hospital,1998,6.5,"Crime, Drama, Romance",TV-PG
5050,Rounders,1998,7.3,"Crime, Drama",R
2643,Reno 911!,1998,7.9,"Comedy, Crime",TV-14
4780,Half Baked,1998,6.7,"Comedy, Crime",R
2642,The Waterboy,1998,6.1,"Comedy, Sport",PG-13
3015,Elizabeth,1998,7.4,"Biography, Drama, History",R
2571,The Mask of Zorro,1998,6.8,"Action, Adventure, Comedy",PG-13
4278,Lost in Space,1998,5.2,"Action, Adventure, Family",PG-13
2426,Rushmore,1998,7.7,"Comedy, Drama, Romance",R
3630,What Dreams May Come,1998,7.0,"Drama, Fantasy, Romance",PG-13
1018,The Big Lebowski,1998,8.1,"Comedy, Crime, Sport",R
5428,Lost in Space,1998,5.2,"Action, Adventure, Family",PG-13
2095,Meet Joe Black,1998,7.2,"Drama, Fantasy, Romance",PG-13
5263,Deep Rising,1998,6.1,"Action, Adventure, Horror",R
3356,Addams Family Reunion,1998,4.0,"Comedy, Family, Fantasy",PG
1853,"Lock, Stock and Two Smoking Barrels",1998,8.2,"Action, Comedy, Crime",R
3602,Vampires,1998,6.1,"Action, Horror, Thriller",R
1921,Sliding Doors,1998,6.7,"Comedy, Drama, Fantasy",PG-13
3603,Six,1998,7.3,"Action, Drama, History",TV-MA
2580,Brothers & Sisters,1998,7.3,Drama,TV-PG
2579,Dirty Work,1998,6.4,Comedy,PG-13
5319,Species II,1998,4.4,"Action, Horror, Sci-Fi",R
5320,Shigatsu wa kimi no uso,1998,8.6,"Animation, Drama, Music",TV-PG
5321,Riviera,1998,6.7,"Drama, Thriller",TV-MA
3604,The Practice,1998,7.7,"Crime, Drama, Mystery",TV-14
4234,The Man in the Iron Mask,1998,6.5,"Action, Adventure, Drama",PG-13
1472,Blade,1998,7.1,"Action, Horror, Sci-Fi",R
4583,Stepmom,1998,6.8,"Comedy, Drama",PG-13
2420,The Wedding Singer,1998,6.9,"Comedy, Music, Romance",PG-13
397,Creepshow,1998,7.1,"Fantasy, Horror, Mystery",TV-MA
2634,I Still Know What You Did Last Summer,1998,4.7,"Horror, Mystery",R
620,Saving Private Ryan,1998,8.6,"Drama, War",R
2238,The Thin Red Line,1998,7.6,"Drama, History, War",R
396,Star Trek: Voyager,1998,7.8,"Action, Adventure, Sci-Fi",TV-PG
5384,The Man in the Iron Mask,1998,6.5,"Action, Adventure, Drama",PG-13
4177,Buffalo '66,1998,7.5,"Comedy, Drama, Romance",R
2635,Henry Danger,1998,5.8,"Action, Comedy, Family",TV-G
5672,Out of Sight,1998,7.0,"Comedy, Crime, Drama",R
5687,Halloween Wars,1998,7.8,"Family, Game-Show, Reality-TV",TV-G
5686,Get Shorty,1998,8.2,"Comedy, Crime",TV-MA
5327,Buffalo '66,1998,7.5,"Comedy, Drama, Romance",R
5685,Can't Hardly Wait,1998,6.5,"Comedy, Romance",PG-13
2057,Rush Hour,1998,7.0,"Action, Comedy, Crime",PG-13
5674,Work in Progress,1998,7.2,Comedy,TV-MA
6134,Gia,1998,7.0,"Biography, Drama, Romance",R
2985,You've Got Mail,1998,6.7,"Comedy, Drama, Romance",PG
5673,Small Soldiers,1998,6.2,"Action, Adventure, Comedy",PG-13
2532,The Rainmaker,1997,7.2,"Crime, Drama, Thriller",PG-13
5916,Cure,1997,7.4,"Crime, Horror, Mystery",Not Rated
5941,Wishmaster,1997,5.8,"Fantasy, Horror",R
5942,WKRP in Cincinnati,1997,7.9,Comedy,TV-PG
5917,Bangkok Breaking,1997,6.0,"Action, Crime, Drama",TV-MA
5908,Carnivàle,1997,8.4,"Drama, Fantasy, Mystery",TV-MA
5907,The Bradshaw Bunch,1997,5.8,"Documentary, Reality-TV",TV-14
5906,The Empire,1997,4.0,"Action, Drama, History",None
3471,Anastasia,1997,7.2,"Animation, Adventure, Drama",G
1513,Event Horizon,1997,6.7,"Horror, Sci-Fi, Thriller",R
687,Boogie Nights,1997,7.9,Drama,R
4099,Romy and Michele's High School Reunion,1997,6.2,Comedy,R
1514,Hunters,1997,7.2,"Crime, Drama, Mystery",TV-MA
4293,The Saint,1997,6.2,"Action, Adventure, Romance",PG-13
1670,Austin Powers: International Man of Mystery,1997,7.0,"Adventure, Comedy",PG-13
2300,Under Wraps,1997,6.5,"Comedy, Family, Horror",G
1671,Katla,1997,7.0,"Drama, Mystery, Sci-Fi",TV-MA
409,The Fifth Element,1997,7.7,"Action, Adventure, Sci-Fi",PG-13
2534,Contact,1997,7.5,"Drama, Mystery, Sci-Fi",PG
5443,The Saint,1997,6.2,"Action, Adventure, Romance",PG-13
1208,The Devil's Advocate,1997,7.5,"Drama, Mystery, Thriller",R
1209,Jessica Jones,1997,7.9,"Action, Crime, Drama",TV-MA
4792,WKRP in Cincinnati,1997,7.9,Comedy,TV-PG
4791,Wishmaster,1997,5.8,"Fantasy, Horror",R
1605,Jackie Brown,1997,7.5,"Crime, Drama, Thriller",R
1752,Hercules,1997,7.3,"Animation, Adventure, Comedy",G
5905,Kiss the Girls,1997,6.6,"Crime, Drama, Mystery",R
3655,The Outer Limits,1997,7.7,"Drama, Fantasy, Horror",TV-PG
2333,Liar Liar,1997,6.9,"Comedy, Fantasy",PG-13
2386,Mononoke-hime,1997,8.4,"Animation, Action, Adventure",PG-13
5296,Funny Games,1997,7.6,"Crime, Drama, Thriller",Not Rated
4208,G.I. Jane,1997,6.0,"Action, Drama, War",R
5249,Romy and Michele's High School Reunion,1997,6.2,Comedy,R
3680,Spawn,1997,5.2,"Action, Drama, Horror",PG-13
523,Tomorrow Never Dies,1997,6.5,"Action, Adventure, Thriller",PG-13
5663,The Postman,1997,6.1,"Action, Adventure, Drama",R
1645,As Good as It Gets,1997,7.7,"Comedy, Drama, Romance",PG-13
3512,Pâfekuto burû,1997,8.0,"Animation, Crime, Mystery",None
791,Good Will Hunting,1997,8.3,"Drama, Romance",R
815,Men in Black,1997,7.3,"Action, Adventure, Comedy",PG-13
2418,The Lost World: Jurassic Park,1997,6.6,"Action, Adventure, Sci-Fi",PG-13
2400,Cube,1997,7.2,"Drama, Mystery, Sci-Fi",R
5744,"Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni",1997,8.1,"Animation, Action, Drama",TV-MA
5718,Air Force One,1997,6.5,"Action, Drama, Thriller",R
1491,Van Helsing,1997,6.2,"Action, Drama, Fantasy",TV-14
3524,An American Werewolf in Paris,1997,5.1,"Comedy, Fantasy, Horror",R
5805,The Jackal,1997,6.4,"Action, Crime, Drama",R
1654,L.A. Confidential,1997,8.2,"Crime, Drama, Mystery",R
2334,Night Court,1997,7.6,Comedy,TV-PG
760,Motherland: Fort Salem,1997,7.3,"Drama, Fantasy, Sci-Fi",TV-14
5880,Private Parts,1997,6.9,"Biography, Comedy, Drama",R
2536,Blossom,1997,6.1,"Comedy, Drama, Family",TV-PG
758,I Know What You Did Last Summer,1997,5.7,"Horror, Mystery",R
5870,Ben 10,1997,7.3,"Animation, Action, Adventure",TV-Y7-FV
5869,Selena,1997,6.8,"Biography, Drama, Music",PG
759,Tokyo Revengers,1997,8.4,"Animation, Action, Drama",TV-14
2732,My Best Friend's Wedding,1997,6.3,"Comedy, Drama, Romance",PG-13
5860,Volcano,1997,5.5,"Action, Drama, Sci-Fi",PG-13
4146,Funny Games,1997,7.6,"Crime, Drama, Thriller",Not Rated
410,The L Word: Generation Q,1997,7.4,Drama,TV-MA
3654,Donnie Brasco,1997,7.7,"Biography, Crime, Drama",R
5358,G.I. Jane,1997,6.0,"Action, Drama, War",R
1490,La vita è bella,1997,8.6,"Comedy, Drama, Romance",PG-13
5029,Dante's Peak,1997,6.0,"Action, Adventure, Thriller",PG-13
5030,"Doogie Howser, M.D.",1997,6.5,"Comedy, Drama, Family",TV-PG
5820,Gummo,1997,6.7,"Comedy, Drama",R
2535,Monsters at Work,1997,7.1,"Animation, Adventure, Comedy",TV-G
3073,Alien: Resurrection,1997,6.2,"Action, Horror, Sci-Fi",R
4594,"Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni",1997,8.1,"Animation, Action, Drama",TV-MA
3879,Dante's Peak,1997,6.0,"Action, Adventure, Thriller",PG-13
4710,Volcano,1997,5.5,"Action, Drama, Sci-Fi",PG-13
635,Lolita,1997,6.9,"Drama, Romance",R
2181,Gattaca,1997,7.8,"Drama, Sci-Fi, Thriller",PG-13
671,In the Dark,1997,7.5,"Action, Crime, Horror",TV-14
3839,George of the Jungle,1997,5.5,"Action, Adventure, Comedy",PG
4568,Air Force One,1997,6.5,"Action, Drama, Thriller",R
2254,Con Air,1997,6.9,"Action, Crime, Thriller",R
4756,The Empire,1997,4.0,"Action, Drama, History",None
4766,Cure,1997,7.4,"Crime, Horror, Mystery",Not Rated
668,Scream 2,1997,6.2,"Horror, Mystery",R
1352,Starship Troopers,1997,7.2,"Action, Adventure, Sci-Fi",R
670,Into the Night,1997,7.1,"Drama, Sci-Fi, Thriller",TV-MA
4758,Carnivàle,1997,8.4,"Drama, Fantasy, Mystery",TV-MA
4757,The Bradshaw Bunch,1997,5.8,"Documentary, Reality-TV",TV-14
669,A.P. Bio,1997,7.4,Comedy,TV-14
