,Name,Date,Rate,Genre,Certificate
5662,Yoga Hosers,2016,4.3,"Action, Comedy, Fantasy",PG-13
3941,Central Intelligence,2016,6.3,"Action, Comedy, Crime",PG-13
5215,Alice Through the Looking Glass,2016,6.2,"Adventure, Family, Fantasy",PG
4746,The Exception,2016,6.8,"Drama, Romance, War",R
2907,Koe no katachi,2016,8.2,"Animation, Drama",Not Rated
4747,NOS4A2,2016,6.7,"Drama, Fantasy, Horror",TV-14
2826,The Jungle Book,2016,7.4,"Adventure, Comedy, Drama",PG
5233,Mike and Dave Need Wedding Dates,2016,6.0,"Comedy, Romance",R
3523,The Prince,2016,5.4,"Animation, Comedy",TV-MA
3992,The Fundamentals of Caring,2016,7.3,"Comedy, Drama",TV-MA
4008,Finding Dory,2016,7.3,"Animation, Adventure, Comedy",PG
3522,Mashina lyubvi,2016,4.1,"Drama, Romance",None
4764,Bad Moms,2016,6.2,Comedy,R
4765,We Hunt Together,2016,6.9,"Crime, Drama, Thriller",TV-MA
3372,Nerve,2016,6.5,"Action, Adventure, Crime",PG-13
5642,Trolls,2016,6.5,"Animation, Adventure, Comedy",PG
5729,Triple 9,2016,6.3,"Action, Crime, Thriller",R
5016,Elle,2016,7.1,"Crime, Drama, Thriller",R
4786,La región salvaje,2016,6.1,"Drama, Horror, Mystery",Not Rated
3400,Exposed,2016,4.3,"Crime, Drama, Mystery",R
238,FBI: International,2016,6.1,"Crime, Drama",TV-14
3401,"Walker, Texas Ranger",2016,5.6,"Action, Adventure, Crime",TV-14
3033,The Legend of Tarzan,2016,6.2,"Action, Adventure, Drama",PG-13
3777,The 5th Wave,2016,5.2,"Action, Adventure, Sci-Fi",PG-13
3580,Criminal,2016,6.3,"Action, Sci-Fi, Thriller",R
5896,The Exception,2016,6.8,"Drama, Romance, War",R
4863,Hart to Hart,2016,6.6,"Action, Adventure, Crime",TV-PG
5897,NOS4A2,2016,6.7,"Drama, Fantasy, Horror",TV-14
4864,Dollhouse,2016,7.7,"Drama, Mystery, Sci-Fi",TV-14
5915,We Hunt Together,2016,6.9,"Crime, Drama, Thriller",TV-MA
5172,What I Like About You,2016,6.6,Comedy,TV-PG
2560,Private Eyes,2016,7.4,"Comedy, Crime, Drama",TV-PG
2559,Sausage Party,2016,6.1,"Animation, Adventure, Comedy",R
5171,Brimstone,2016,7.1,"Drama, Mystery, Thriller",R
5936,La región salvaje,2016,6.1,"Drama, Horror, Mystery",Not Rated
2545,Jason Bourne,2016,6.6,"Action, Thriller",PG-13
3581,Tell Me a Story,2016,7.2,Thriller,TV-MA
4876,Ice Age: Collision Course,2016,5.7,"Animation, Adventure, Comedy",PG
3411,Dangal,2016,8.4,"Action, Biography, Drama",Not Rated
5958,Miracles from Heaven,2016,7.1,"Biography, Drama, Family",PG
4269,The BFG,2016,6.4,"Adventure, Family, Fantasy",PG
4882,Mother's Day,2016,5.7,"Comedy, Drama, Romance",PG-13
4579,Triple 9,2016,6.3,"Action, Crime, Thriller",R
4162,Fences,2016,7.2,Drama,PG-13
3820,Third Watch,2016,7.9,"Action, Crime, Drama",TV-14
4616,Kung Fu Panda 3,2016,7.1,"Animation, Action, Adventure",PG
3819,Underworld: Blood Wars,2016,5.8,"Action, Adventure, Fantasy",R
3014,The Shallows,2016,6.3,"Action, Drama, Horror",PG-13
2690,Terrifier,2016,5.7,"Horror, Thriller",Unrated
5832,The Great Wall,2016,5.9,"Action, Adventure, Fantasy",PG-13
5833,Becker,2016,7.2,Comedy,TV-PG
3817,Free Fire,2016,6.4,"Action, Comedy, Crime",R
4149,Blair Witch,2016,5.0,"Horror, Mystery, Thriller",R
2685,The Founder,2016,7.2,"Biography, Drama",PG-13
4619,Rawhide,2016,8.0,Western,TV-PG
2675,Lion,2016,8.0,"Biography, Drama",PG-13
2667,Luke Cage,2016,7.3,"Action, Crime, Drama",TV-MA
2666,Miss Sloane,2016,7.5,Drama,R
4618,"Good Morning, Miss Bliss",2016,6.8,"Comedy, Family",TV-G
4617,You're the Worst,2016,8.1,"Comedy, Drama, Romance",TV-MA
239,Killing Eve,2016,8.2,"Action, Adventure, Drama",TV-14
240,Dark,2016,8.8,"Crime, Drama, Mystery",TV-MA
5552,"Hail, Caesar!",2016,6.3,"Comedy, Drama, Music",PG-13
5009,The Whole Truth,2016,6.2,"Crime, Drama, Mystery",R
4862,A Hologram for the King,2016,6.1,"Comedy, Drama, Romance",R
5299,Blair Witch,2016,5.0,"Horror, Mystery, Thriller",R
618,Don't Breathe,2016,7.1,"Crime, Horror, Thriller",R
1585,Star Trek Beyond,2016,7.0,"Action, Adventure, Sci-Fi",PG-13
1243,Ghostbusters,2016,6.5,"Action, Comedy, Fantasy",PG-13
1827,Contratiempo,2016,8.1,"Crime, Drama, Mystery",TV-MA
882,Doctor Strange,2016,7.5,"Action, Adventure, Fantasy",PG-13
973,Slasher,2016,6.7,"Crime, Drama, Horror",Not Rated
1027,Hidden Figures,2016,7.8,"Biography, Drama, History",PG
1026,Miss Peregrine's Home for Peculiar Children,2016,6.7,"Adventure, Drama, Family",PG-13
738,Nocturnal Animals,2016,7.5,"Drama, Thriller",R
1228,Everybody Loves Raymond,2016,7.1,Comedy,TV-PG
1227,Captain America: Civil War,2016,7.8,"Action, Adventure, Sci-Fi",PG-13
739,The Man in the High Castle,2016,8.0,"Drama, Sci-Fi, Thriller",TV-MA
2143,Lights Out,2016,6.3,"Drama, Horror, Mystery",PG-13
1651,Passengers,2016,7.0,"Drama, Romance, Sci-Fi",PG-13
1935,10 Cloverfield Lane,2016,7.2,"Action, Drama, Horror",PG-13
1071,Moana,2016,7.6,"Animation, Adventure, Comedy",PG
1878,Manchester by the Sea,2016,7.8,Drama,R
1666,X-Men: Apocalypse,2016,6.9,"Action, Adventure, Sci-Fi",PG-13
1828,Zoey's Extraordinary Playlist,2016,8.1,"Comedy, Drama, Musical",TV-14
1122,Mayans M.C.,2016,7.6,"Crime, Drama, Thriller",TV-MA
1667,Family Law,2016,6.5,"Comedy, Crime, Drama",None
972,Ginny & Georgia,2016,7.5,"Comedy, Drama",TV-14
1852,Moonlight,2016,7.4,Drama,R
1330,Ouija: Origin of Evil,2016,6.2,"Drama, Horror, Mystery",PG-13
1566,The Neon Demon,2016,6.2,"Horror, Thriller",R
1844,Sing,2016,7.1,"Animation, Comedy, Family",PG
717,Live by Night,2016,6.4,"Action, Crime, Drama",R
1309,Fantastic Beasts and Where to Find Them,2016,7.3,"Adventure, Family, Fantasy",PG-13
1304,Captain Fantastic,2016,7.9,"Comedy, Drama",R
1300,Rogue One,2016,7.8,"Action, Adventure, Sci-Fi",PG-13
588,Arrival,2016,7.9,"Drama, Sci-Fi",PG-13
1525,War Dogs,2016,7.1,"Biography, Comedy, Crime",R
1524,The Nice Guys,2016,7.4,"Action, Comedy, Crime",R
971,Split,2016,7.3,"Horror, Thriller",PG-13
2165,Jack Reacher: Never Go Back,2016,6.1,"Action, Crime, Thriller",PG-13
1121,The Accountant,2016,7.3,"Action, Crime, Drama",R
795,Hacksaw Ridge,2016,8.1,"Biography, Drama, History",R
2182,Sully,2016,7.4,"Biography, Drama",PG-13
1649,Gokseong,2016,7.5,"Horror, Mystery, Thriller",TV-MA
947,Ah-ga-ssi,2016,8.1,"Drama, Romance, Thriller",Not Rated
2194,Inferno,2016,6.2,"Action, Adventure, Crime",PG-13
2015,13 Hours,2016,7.3,"Action, Drama, History",R
453,Deadpool,2016,8.0,"Action, Adventure, Comedy",R
2189,Independence Day: Resurgence,2016,5.2,"Action, Adventure, Sci-Fi",PG-13
1174,Batman v Superman: Dawn of Justice,2016,6.4,"Action, Adventure, Sci-Fi",PG-13
1176,The Magnificent Seven,2016,6.9,"Action, Adventure, Western",PG-13
1913,The Bad Batch,2016,5.3,"Action, Horror, Mystery",R
1177,JoJo no kimyô-na bôken,2016,8.4,"Animation, Action, Adventure",TV-MA
1149,Gods of Egypt,2016,5.4,"Action, Adventure, Fantasy",PG-13
648,Grave,2016,7.0,"Drama, Horror",R
1085,Anne,2016,8.7,"Drama, Family",TV-PG
1099,Me Before You,2016,7.4,"Drama, Romance",PG-13
1476,Kimi no na wa.,2016,8.4,"Animation, Drama, Fantasy",TV-PG
1084,La La Land,2016,8.0,"Comedy, Drama, Music",PG-13
1774,Physical,2016,7.3,"Comedy, Drama",TV-MA
1988,The Love Witch,2016,6.2,"Comedy, Horror, Romance",Unrated
1189,The Conjuring 2,2016,7.3,"Horror, Mystery, Thriller",R
464,Suicide Squad,2016,5.9,"Action, Adventure, Fantasy",PG-13
2183,COBRA,2016,6.1,"Action, Drama",TV-14
1772,The Girl on the Train,2016,6.5,"Crime, Drama, Mystery",R
1773,Coroner,2016,6.8,"Crime, Drama, Mystery",TV-MA
1445,Zootopia,2016,8.0,"Animation, Adventure, Comedy",PG
2133,The Danish Girl,2015,7.1,"Biography, Drama, Romance",R
4460,Point Break,2015,5.3,"Action, Adventure, Crime",PG-13
2952,The Librarians,2015,7.3,"Action, Adventure, Comedy",TV-14
5440,Bite,2015,4.9,Horror,Not Rated
586,Big Little Lies,2015,8.5,"Crime, Drama, Mystery",TV-MA
5855,Slow West,2015,6.9,"Action, Adventure, Drama",R
5771,The Equalizer,2015,7.8,"Action, Crime, Drama",TV-PG
1113,Jurassic World,2015,7.0,"Action, Adventure, Sci-Fi",PG-13
2949,Vacation,2015,6.1,"Adventure, Comedy",R
5770,High-Rise,2015,5.6,"Drama, Sci-Fi",R
2134,In the Heart of the Sea,2015,6.9,"Action, Adventure, Biography",PG-13
2951,The Bold and the Beautiful,2015,3.4,"Drama, Romance",TV-14
2950,Hitman: Agent 47,2015,5.7,"Action, Crime, Thriller",R
2522,Pitch Perfect 2,2015,6.4,"Comedy, Music",PG-13
4340,Highlander,2015,7.2,"Action, Adventure, Fantasy",TV-14
5018,Alvin and the Chipmunks: The Road Chip,2015,5.0,"Animation, Adventure, Comedy",PG
4370,Pan,2015,5.7,"Adventure, Comedy, Family",PG
5053,The Boy Next Door,2015,4.7,Thriller,R
4339,No Escape,2015,6.8,"Action, Thriller",R
2366,Chappie,2015,6.8,"Action, Crime, Drama",R
4366,The Human Centipede III (Final Sequence),2015,2.7,"Comedy, Horror",Not Rated
5746,Haven,2015,7.5,"Crime, Drama, Fantasy",TV-PG
4369,Ted 2,2015,6.3,Comedy,R
4319,Bojwagwan,2015,7.9,Drama,None
4318,Insurgent,2015,6.2,"Action, Adventure, Sci-Fi",PG-13
2518,Hotel Transylvania 2,2015,6.7,"Animation, Adventure, Comedy",PG
1914,The Age of Adaline,2015,7.2,"Drama, Fantasy, Romance",PG-13
4305,Solace,2015,6.4,"Crime, Drama, Mystery",R
4292,Jiok,2015,6.8,"Crime, Drama, Fantasy",TV-MA
1413,Spotlight,2015,8.1,"Biography, Crime, Drama",R
4291,Primal,2015,8.7,"Animation, Action, Adventure",TV-MA
4290,Bite,2015,4.9,Horror,Not Rated
5042,The Ridiculous 6,2015,4.8,"Action, Adventure, Comedy",TV-14
4341,Grown-ish,2015,6.3,"Comedy, Drama",TV-14
796,The Revenant,2015,8.0,"Action, Adventure, Drama",R
2935,Tomorrowland,2015,6.4,"Action, Adventure, Family",PG
4846,The Doctor Blake Mysteries,2015,8.1,"Crime, Drama, Mystery",TV-14
2932,Straight Outta Compton,2015,7.8,"Biography, Drama, History",R
5441,Primal,2015,8.7,"Animation, Action, Adventure",TV-MA
2827,Black Mass,2015,6.9,"Biography, Crime, Drama",R
4760,All-Star Weekend,2015,,Comedy,None
5610,Point Break,2015,5.3,"Action, Adventure, Crime",PG-13
4771,Knight of Cups,2015,5.7,"Drama, Romance",R
4979,Tangerine,2015,7.1,"Comedy, Crime, Drama",R
2096,The Visit,2015,6.2,"Horror, Mystery, Thriller",PG-13
2097,The Intern,2015,7.1,"Comedy, Drama",PG-13
906,The Lobster,2015,7.2,"Comedy, Drama, Romance",R
5468,Insurgent,2015,6.2,"Action, Adventure, Sci-Fi",PG-13
5469,Bojwagwan,2015,7.9,Drama,None
2495,Benidorm,2015,7.4,Comedy,Not Rated
4845,The Longest Ride,2015,7.1,"Drama, Romance, Western",PG-13
4847,Raising Dion,2015,7.2,"Drama, Sci-Fi",TV-G
2781,Jupiter Ascending,2015,5.3,"Action, Adventure, Sci-Fi",PG-13
2494,Blackhat,2015,5.4,"Action, Crime, Thriller",R
940,The Martian,2015,8.0,"Adventure, Drama, Sci-Fi",PG-13
4857,Entourage,2015,6.6,"Comedy, Drama",R
5520,Pan,2015,5.7,"Adventure, Comedy, Family",PG
5519,Ted 2,2015,6.3,Comedy,R
5516,The Human Centipede III (Final Sequence),2015,2.7,"Comedy, Horror",Not Rated
4947,Zenra kantoku,2015,7.7,"Biography, Drama",TV-MA
5489,No Escape,2015,6.8,"Action, Thriller",R
5490,Highlander,2015,7.2,"Action, Adventure, Fantasy",TV-14
5491,Grown-ish,2015,6.3,"Comedy, Drama",TV-14
4946,Trainwreck,2015,6.2,"Comedy, Drama, Romance",R
886,Silicon Valley,2015,8.5,Comedy,TV-MA
4759,The Good Dinosaur,2015,6.7,"Animation, Adventure, Comedy",PG
1238,Legend,2015,6.9,"Biography, Crime, Drama",R
2042,Mission: Impossible - Rogue Nation,2015,7.4,"Action, Adventure, Thriller",PG-13
5745,Pixels,2015,5.5,"Animation, Action, Comedy",PG-13
1344,Reba,2015,6.6,"Comedy, Drama",TV-PG
585,Fifty Shades of Grey,2015,4.1,"Drama, Romance, Thriller",R
5739,Mr. Right,2015,6.4,"Action, Comedy, Romance",R
1343,Southpaw,2015,7.4,"Action, Crime, Drama",R
5442,Jiok,2015,6.8,"Crime, Drama, Fantasy",TV-MA
5715,Braqueurs,2015,6.3,"Action, Crime, Drama",TV-MA
4565,Braqueurs,2015,6.3,"Action, Crime, Drama",TV-MA
4589,Mr. Right,2015,6.4,"Action, Comedy, Romance",R
4595,Pixels,2015,5.5,"Animation, Action, Comedy",PG-13
4596,Haven,2015,7.5,"Crime, Drama, Fantasy",TV-PG
4620,High-Rise,2015,5.6,"Drama, Sci-Fi",R
2839,Creed,2015,7.6,"Drama, Sport",PG-13
4621,The Equalizer,2015,7.8,"Action, Crime, Drama",TV-PG
1295,Your Honor,2015,7.6,"Crime, Drama, Thriller",TV-MA
1294,Ant-Man,2015,7.3,"Action, Adventure, Comedy",PG-13
1292,Star Wars: Episode VII - The Force Awakens,2015,7.8,"Action, Adventure, Sci-Fi",PG-13
1970,Goosebumps,2015,6.3,"Adventure, Comedy, Family",PG
5455,Solace,2015,6.4,"Crime, Drama, Mystery",R
1975,Terminator Genisys,2015,6.3,"Action, Adventure, Sci-Fi",PG-13
4705,Slow West,2015,6.9,"Action, Adventure, Drama",R
2841,Sword Art Online,2015,7.6,"Animation, Action, Adventure",TV-14
2840,Warrior Nun,2015,6.9,"Action, Drama, Fantasy",TV-MA
885,Avengers: Age of Ultron,2015,7.3,"Action, Adventure, Sci-Fi",PG-13
3016,Green Room,2015,7.0,"Horror, Thriller",R
4148,Poltergeist,2015,4.9,"Horror, Thriller",PG-13
3892,The Ridiculous 6,2015,4.8,"Action, Adventure, Comedy",TV-14
5996,The Doctor Blake Mysteries,2015,8.1,"Crime, Drama, Mystery",TV-14
2264,Bone Tomahawk,2015,7.1,"Drama, Horror, Western",Not Rated
2265,Wynonna Earp,2015,7.5,"Action, Drama, Fantasy",TV-14
2548,Demolition,2015,7.0,"Comedy, Drama",R
3454,The Durrells,2015,8.2,"Biography, Comedy, Drama",TV-PG
3870,The Dressmaker,2015,7.1,"Comedy, Drama",R
229,The Duff,2015,6.5,"Comedy, Romance",PG-13
683,Sicario,2015,7.6,"Action, Crime, Drama",R
3186,Victor Frankenstein,2015,6.0,"Drama, Horror, Sci-Fi",PG-13
684,Dynasty,2015,7.3,Drama,TV-14
3873,Sinister 2,2015,5.3,"Horror, Mystery, Thriller",R
2275,Everest,2015,7.1,"Action, Adventure, Biography",PG-13
1469,Cinderella,2015,6.9,"Adventure, Drama, Family",PG
2277,Beasts of No Nation,2015,7.7,"Drama, War",TV-MA
3903,The Boy Next Door,2015,4.7,Thriller,R
6007,Entourage,2015,6.6,"Comedy, Drama",R
2071,San Andreas,2015,6.1,"Action, Adventure, Thriller",PG-13
3932,Youth,2015,7.3,"Comedy, Drama, Music",R
3453,Dynasty,2015,6.3,"Drama, Romance",TV-PG
2285,The Gift,2015,7.0,"Drama, Mystery, Thriller",R
3452,Hell House LLC,2015,6.4,"Horror, Mystery",Not Rated
2286,The 4400,2015,7.3,"Drama, Mystery, Sci-Fi",TV-14
3965,Maze Runner: The Scorch Trials,2015,6.3,"Action, Adventure, Sci-Fi",PG-13
3303,Southbound,2015,5.9,Horror,R
230,NCIS: Hawai'i,2015,5.4,"Action, Crime, Mystery",TV-14
231,Family Guy,2015,8.1,"Animation, Comedy",(Banned)
232,Evil,2015,7.7,"Crime, Drama, Horror",TV-14
3670,Child 44,2015,6.5,"Crime, Drama, History",R
3530,Colonia,2015,7.1,"Biography, Drama, History",R
3304,DuckTales,2015,8.2,"Animation, Action, Adventure",TV-Y
6129,Tangerine,2015,7.1,"Comedy, Crime, Drama",R
3561,Brooklyn,2015,7.5,"Drama, Romance",PG-13
5298,Poltergeist,2015,4.9,"Horror, Thriller",PG-13
3637,Circle,2015,6.0,"Drama, Horror, Mystery",Not Rated
3638,Scooby-Doo and Guess Who?,2015,7.3,"Animation, Comedy, Family",TV-PG
3263,The Invitation,2015,6.6,"Drama, Mystery, Thriller",Not Rated
5285,Magic Mike XXL,2015,5.6,"Comedy, Drama, Music",R
3501,Minions,2015,6.4,"Animation, Adventure, Comedy",PG
1809,Fast & Furious 7,2015,7.1,"Action, Adventure, Thriller",PG-13
3828,CSI: Immortality,2015,7.5,"Crime, Drama, Mystery",TV-14
1810,Haikyuu!!,2015,8.7,"Animation, Comedy, Drama",TV-14
2602,Bridge of Spies,2015,7.6,"Drama, History, Thriller",PG-13
6097,Zenra kantoku,2015,7.7,"Biography, Drama",TV-MA
6096,Trainwreck,2015,6.2,"Comedy, Drama, Romance",R
5253,Macbeth,2015,6.6,"Drama, History, War",R
3728,The Last Witch Hunter,2015,6.0,"Action, Adventure, Fantasy",PG-13
3729,Dive Club,2015,6.2,"Adventure, Drama, Family",TV-PG
1616,Inside Out,2015,8.1,"Animation, Adventure, Comedy",PG
3211,Bunk'd,2015,5.4,"Comedy, Drama, Family",TV-G
3210,Burnt,2015,6.6,"Comedy, Drama",R
5997,Raising Dion,2015,7.2,"Drama, Sci-Fi",TV-G
1045,Crimson Peak,2015,6.5,"Drama, Horror, Mystery",R
5995,The Longest Ride,2015,7.1,"Drama, Romance, Western",PG-13
1505,The Man from U.N.C.L.E.,2015,7.3,"Action, Adventure, Comedy",PG-13
4135,Magic Mike XXL,2015,5.6,"Comedy, Drama, Music",R
3971,The Survivalist,2015,6.4,"Drama, Sci-Fi, Thriller",Not Rated
5909,The Good Dinosaur,2015,6.7,"Animation, Adventure, Comedy",PG
5129,Home,2015,6.6,"Animation, Adventure, Comedy",PG
624,The VVitch: A New-England Folktale,2015,6.9,"Drama, Horror, Mystery",R
387,Mindhunter,2015,8.6,"Crime, Drama, Thriller",TV-MA
386,Mad Max: Fury Road,2015,8.1,"Action, Adventure, Sci-Fi",R
5122,Rookie Blue,2015,7.7,"Action, Crime, Drama",TV-14
5121,The Survivalist,2015,6.4,"Drama, Sci-Fi, Thriller",Not Rated
744,Love,2015,6.1,"Drama, Romance",TV-MA
745,Cheers,2015,7.9,"Comedy, Drama",TV-PG
5115,Maze Runner: The Scorch Trials,2015,6.3,"Action, Adventure, Sci-Fi",PG-13
1077,The Hateful Eight,2015,7.8,"Crime, Drama, Mystery",R
3062,Self/less,2015,6.5,"Action, Mystery, Sci-Fi",PG-13
3056,Karppi,2015,7.3,"Crime, Drama, Mystery",TV-MA
3055,Carol,2015,7.2,"Drama, Romance",R
1497,Scouts Guide to the Zombie Apocalypse,2015,6.3,"Action, Comedy, Horror",R
6168,Alvin and the Chipmunks: The Road Chip,2015,5.0,"Animation, Adventure, Comedy",PG
4218,Staten Island Summer,2015,5.6,"Comedy, Drama",R
5082,Youth,2015,7.3,"Comedy, Drama, Music",R
1473,The Final Girls,2015,6.6,"Comedy, Drama, Fantasy",PG-13
5921,Knight of Cups,2015,5.7,"Drama, Romance",R
5910,All-Star Weekend,2015,,Comedy,None
1506,Room,2015,8.1,"Drama, Thriller",R
2647,That Time I Got Reincarnated as a Slime,2015,8.1,"Animation, Action, Adventure",TV-PG
3972,Rookie Blue,2015,7.7,"Action, Crime, Drama",TV-14
3979,Home,2015,6.6,"Animation, Adventure, Comedy",PG
3145,Homecoming,2015,7.5,"Drama, Mystery, Thriller",TV-MA
3144,Joy,2015,6.6,"Biography, Drama",PG-13
3980,Our Girl,2015,7.7,"Action, Drama, Thriller",TV-14
2636,Spy,2015,7.0,"Action, Comedy",R
5169,Tales of Halloween,2015,5.5,"Adventure, Comedy, Fantasy",R
2640,Steve Jobs,2015,7.2,"Biography, Drama",R
2646,Focus,2015,6.6,"Comedy, Crime, Drama",R
5368,Staten Island Summer,2015,5.6,"Comedy, Drama",R
1705,The Hunger Games: Mockingjay - Part 2,2015,6.6,"Action, Adventure, Sci-Fi",PG-13
4019,Tales of Halloween,2015,5.5,"Adventure, Comedy, Fantasy",R
726,The Big Short,2015,7.8,"Biography, Comedy, Drama",R
5130,Our Girl,2015,7.7,"Action, Drama, Thriller",TV-14
625,Letterkenny,2015,8.6,Comedy,TV-MA
4103,Macbeth,2015,6.6,"Drama, History, War",R
1873,Descendants,2015,6.4,"Comedy, Family, Fantasy",TV-G
25,Spectre,2015,6.8,"Action, Adventure, Thriller",PG-13
3102,Forsaken,2015,6.3,"Action, Drama, Western",R
269,Knock Knock,2015,4.9,"Drama, Thriller",R
3112,Fantastic Four,2015,4.2,"Action, Adventure, Sci-Fi",PG-13
2570,MacGyver,2014,7.7,"Action, Adventure, Crime",TV-PG
5322,Paddington,2014,7.3,"Animation, Adventure, Comedy",PG
2746,Wild,2014,7.1,"Adventure, Biography, Drama",R
544,John Wick,2014,7.4,"Action, Crime, Thriller",R
4955,The Captive,2014,5.9,"Crime, Drama, Mystery",R
2729,The Lego Movie,2014,7.7,"Animation, Adventure, Comedy",PG
362,Bob's Burgers,2014,8.1,"Animation, Comedy",TV-PG
361,Gone Girl,2014,8.1,"Drama, Mystery, Thriller",R
1096,The Equalizer,2014,7.2,"Action, Crime, Thriller",R
5293,Yumieui Sepodeul,2014,8.9,"Comedy, Romance",None
5292,Kara Sevda,2014,7.3,"Drama, Romance",TV-14
5087,Ride Along,2014,6.2,"Action, Comedy, Crime",PG-13
2676,The Theory of Everything,2014,7.7,"Biography, Drama, Romance",PG-13
4918,Food Wars: Shokugeki no Soma,2014,8.2,"Animation, Comedy, Drama",TV-14
2701,Transcendence,2014,6.2,"Action, Drama, Sci-Fi",PG-13
2702,TURN,2014,8.1,"Drama, History, War",TV-14
5131,The Gambler,2014,6.1,"Crime, Drama, Thriller",R
5148,The Judge,2014,7.4,"Crime, Drama",R
2711,The Drop,2014,7.1,"Crime, Drama, Thriller",R
2066,Noah,2014,5.7,"Action, Adventure, Drama",(Banned)
5012,Mommy,2014,8.1,Drama,R
5266,22 Jump Street,2014,7.0,"Action, Comedy, Crime",R
4998,Dumb and Dumber To,2014,5.6,Comedy,PG-13
2595,Norsemen,2014,7.8,Comedy,TV-MA
2594,The Expendables 3,2014,6.1,"Action, Adventure, Thriller",PG-13
2725,Teenage Mutant Ninja Turtles,2014,5.8,"Action, Adventure, Comedy",PG-13
5290,Horrible Bosses 2,2014,6.3,"Comedy, Crime",R
5291,The Fairly OddParents,2014,7.2,"Animation, Adventure, Comedy",TV-Y7
2747,Sijipeuseu: The Myth,2014,7.1,"Action, Drama, Fantasy",Not Rated
1400,Divergent,2014,6.6,"Action, Adventure, Mystery",PG-13
4917,God's Not Dead,2014,4.7,Drama,PG
4116,22 Jump Street,2014,7.0,"Action, Comedy, Crime",R
3150,"Love, Rosie",2014,7.2,"Comedy, Romance",R
3981,The Gambler,2014,6.1,"Crime, Drama, Thriller",R
1858,The Hobbit: The Battle of the Five Armies,2014,7.4,"Adventure, Fantasy",PG-13
3998,The Judge,2014,7.4,"Crime, Drama",R
1544,Batman: The Animated Series,2014,9.0,"Animation, Action, Adventure",TV-PG
1543,Captain America: The Winter Soldier,2014,7.7,"Action, Adventure, Sci-Fi",PG-13
1542,The Maze Runner,2014,6.8,"Action, Mystery, Sci-Fi",PG-13
1871,Predestination,2014,7.5,"Action, Drama, Sci-Fi",R
3085,Blended,2014,6.5,"Comedy, Romance",PG-13
4190,Neighbors,2014,6.3,Comedy,R
4140,Horrible Bosses 2,2014,6.3,"Comedy, Crime",R
4141,The Fairly OddParents,2014,7.2,"Animation, Adventure, Comedy",TV-Y7
4142,Kara Sevda,2014,7.3,"Drama, Romance",TV-14
4143,Yumieui Sepodeul,2014,8.9,"Comedy, Romance",None
3065,Medium,2014,7.0,"Crime, Drama, Fantasy",TV-14
3064,The Book of Life,2014,7.3,"Animation, Adventure, Comedy",PG
3061,"As Above, So Below",2014,6.2,"Horror, Mystery, Thriller",R
4172,Paddington,2014,7.3,"Animation, Adventure, Comedy",PG
3937,Ride Along,2014,6.2,"Action, Comedy, Crime",PG-13
3169,The Voices,2014,6.4,"Comedy, Crime, Fantasy",R
3860,Night at the Museum: Secret of the Tomb,2014,6.2,"Adventure, Comedy, Family",PG
3758,Dawn of the Planet of the Apes,2014,7.6,"Action, Adventure, Drama",PG-13
1769,Trailer Park Boys,2014,8.5,"Comedy, Crime",TV-MA
1768,The Hunger Games: Mockingjay - Part 1,2014,6.6,"Action, Adventure, Sci-Fi",PG-13
